ID,input,output
TRAIN_00043,붚갸 얼윌함. 념 좋훔(๑˃̵ᴗ˂̵),뷰가 열일함. 넘 좋음(๑˃̵ᴗ˂̵)
TRAIN_00044,싻공 껙끝햐코 넒곯 친젊했닭~~,싸고 깨끗하고 넓고 친절했다~~
TRAIN_00045,부갸 졍맒 몃췬 곶윕뉘탸. 겆끼옛똘 통 까교 싶엉욥.,뷰가 정말 멋진 곳입니다. 거기에도 또 가고 싶어요.
TRAIN_00046,낵퓨꺄 염청 깖꿈학코 좋앗어욕!! 탸움에 뿌샨엔 옭 윌 윗욺먼 또 옰 옛쩡윕뉘타!!,내부가 엄청 깔끔하고 좋았어요!! 다음에 부산에 올 일 있으면 또 올 예정입니다!!
TRAIN_00047,칵걱큰 촘 빛쌓칩많 푸카 좋콜 쉬써린 좋햐욘.,가격은 좀 비싸지만 뷰가 좋고 시설이 좋아요.
TRAIN_00048,맺유 캔끝학코 윈취까 좇햐오. 칙원틀동 찐철합뉠따. 죠쉭토 많쪽습러었엄오. 쟬방뮨 읠샥캬 있쑵닛따.,매우 깨끗하고 위치가 좋아요. 직원들도 친절합니다. 조식도 만족스러웠어요. 재방문 의사가 있습니다.
TRAIN_00049,"캇셩삐 좋은 효텔일옛옴. 뷰묜닒관 붇샨 연행 갖눈떼 좇씩됴 납프쥐 앉곰, 요래된 겨쒜 피헵 냅웹분 탓 캑끝햐쿄 교급술려워섦 많좆캣씁뉘따.","가성비 좋은 호텔이에요. 부모님과 부산 여행 갔는데 조식도 나쁘지 않고, 오래된 것에 비해 내외부 다 깨끗하고 고급스러워서 만족했습니다."
TRAIN_00050,"쬐악윕 혼뗄 꼰톄쑬툭갸 엷뤼먼 1윅할 꽂. 단졈: 2셩끕 홍텔인덱 똥녜 몫뗄뵨닫 얀 좋훔. 탁튿한 묾 얀 낢욤. 난빻잉 샘펴케 껐찐눈찌 샐뼉 됨먼 메우 춥코 쑵쁠륑 쓿렉끼 췸댔 잚먼셔 켸쏙 잗닺 캐댜 뱐폭한누랴 켠띳선눈 췌약. 땟얼냐써 눅없폰 췸데 충엔 체윌 붉편함. 셈면뎅캇 유뤼 칩 셌숱데앍뵤댜 작꿈. 셌슈함먼 옻 땋 젖음. 팡엔 곰빵입 잉쑴. 빵 밝딱운 관륌 얀 한눈찌 꺌쟈쿡 깥운 궤 쑨천 걔 위슴. 폭섦 내럿써 짝까 얀 욺쥑윈눈뒈 씹 언 한낯 떤젓죽곡눈 낢묠랴랴. 하탐못헤 짜키 찝 압 눈또 차끼깜 취욱눈 빤엡 효텔 춘인한퉤 눈 졺 었떻퀘 헤탈락교 햇턴뉘 “켸쏙 늅뉜 왓섞오.” 끌렴 눈 근칠 뗑꺌쥐 잊계? 굴레셔 빠뜬 삽울료 넥갸 눈 쮜욺 ㅋㅋㅋㅋㅋㅋㅋ 때엿낟셔 눈 쩌움 스렵봄. 억귀써 촛식길랖꼬 핫깁또 북크렀운 쫏쉭쿤 쉭빻윌량 편의졈 럇면 귀켸. 근쳐옙 뼈뉘젊 맒교 암뭅껏또 엎꼬 폐같많 숱둡륙햇 졉큰셩됴 맺유 떨옅쥠. 텍씨 탈얀 함 뮤죡견. 쩨읽 뿔편했떤 껀 빻엥 쩐퀴 콘센뜩갸 TV 밋퉤 단 한낢랒셔 짜면셔 츙처눌 묫함. 분눈 앉뮤켯돋 엎교 빵옛써 땀뼁 넴샌 낢. 팡움 않 됨. 업팡 야젖시 TV 쇼뤼꺄쥐 듦륌. 팖예 잊눈 삵랴뮈 샤짱윈 경 까뜬떼 메웅 풀찐쩔향꼬 웬 죵잃 뛔숙쿠웨 앎묻똑 엾교 뒷방 갸썩 뉴얾있는 튿 한짬 뷸렇얏 낚욤. 탸끼 쟝살할 말움윗 엎셔 뵤윔. 췸뮈료 윤옇한는 듣. 넹짱꼭 욘툐 죠쩔읊 찰못햇는치, 움룡 녀협투옅떠닐 댜움 낡 담 얾었있음. 쟝젊: 뮬뤼 맞윗움. 얼뒤 불렌뜨인쥐는 묘룩겠는뎨 냉쟝교예 묾위 맛있서쓺. 켤룐: 떨뎔 쭙윕예 떨먼셔 쓿렛깃 췸데예써 뽄 츙천똥 묫함코 밞섄 쟈달 캥타 빤뽄켓셔 닦음 날 쑤렐깆 껀티섭는료 심냅옛써 턺엿췬 폐까 삵위룰 칙졉 눈 슬려써 냐갔씩쿄 싶읍먼 깟씹소. 섟율뤠 찐쨩 규린 묘텔 빵토 엽귑뵤단 낱씁뉘다. 휵긴 한펀됴 얀 냠거 봤눈뒈 떱 읾샹 삘헤쟈 쏙쭐를 먁킥 윅햇 낢껴용.","최악의 호텔 콘테스트가 열리면 1위할 곳. 단점: 2성급 호텔인데 동네 모텔보다 안 좋음. 따뜻한 물 안 나옴. 난방이 새벽에 꺼지는지 새벽 되면 매우 춥고 스프링 쓰레기 침대 자면서 계속 자다 깨다 반복하느라 컨디션은 최악. 태어나서 누워본 침대 중에 제일 불편함. 세면대가 우리 집 세숫대야보다 작음. 세수하면 옷 다 젖음. 방에 곰팡이 있음. 방 바닥은 관리 안 하는지 칼자국 같은 게 수천 개 있음. 폭설 내려서 차가 안 움직이는데 십 원 하나 던져주고는 나몰라라. 하다못해 자기 집 앞 눈도 자기가 치우는 판에 호텔 주인한테 눈 좀 어떻게 해달라고 했더니 “계속 눈이 와서요.” 그럼 눈 그칠 때까지 있게? 그래서 받은 삽으로 내가 눈 치움 ㅋㅋㅋㅋㅋㅋㅋ 태어나서 눈 처음 쓸어봄. 여기서 조식이라고 하기도 부끄러운 조식은 식빵이랑 편의점 라면 기계. 근처에 편의점 말고 아무것도 없고 폐가만 수두룩해 접근성도 매우 떨어짐. 택시 타야 함 무조건. 제일 불편했던 건 방에 전기 콘센트가 TV 밑에 단 하나라서 자면서 충전을 못함. 뷰는 아무것도 없고 방에서 담배 냄새 남. 방음 안 됨. 옆방 아저씨 TV 소리까지 들림. 밤에 있는 사람이 사장인 거 같은데 매우 불친절하고 왠 종일 데스크에 아무도 없고 뒷방 가서 누워있는 듯 한참 불러야 나옴. 딱히 장사할 마음이 없어 보임. 취미로 운영하는 듯. 냉장고 온도 조절을 잘못했는지, 음료 넣어두었더니 다음 날 다 얼어있음. 장점: 물이 맛있음. 어디 브랜드인지는 모르겠는데 냉장고에 물이 맛있었음. 결론: 덜덜 추위에 떨면서 쓰레기 침대에서 폰 충전도 못하고 밤새 자다 깨다 반복해서 다음 날 쓰레기 컨디션으로 시내에서 떨어진 폐가 사이를 직접 눈 쓸어서 나가시고 싶으면 가십쇼. 서울에 진짜 구린 모텔 방도 여기보단 낫습니다. 후기 한번도 안 남겨 봤는데 더 이상 피해자 속출을 막기 위해 남겨요."
TRAIN_00051,"푿둑귀햐궤 얘약읊 항짊 묫햐코 끕학켸 효뗄료 틂어왔눈뒈, 댜헹휘 깩쉴위 있썼 찌퀀뷴뜰뤼 야츄 찐절햐께 첵쿠윈 돈왈줏셧여요. 뿌룐뚜 쪽클 본님 짊위 한갓둑윈 궤 첵끄윈 쩐눼 찜또 맡귈 쑤 잊눈 겻 깠야욜! 별 깆태 엽윈 투럽깟눈떼 객씰돎 끅코 천맣툐 씨튑뿌 촉키였쥠만 팠답또 삶착 뽄엇꾜 췸데독 쿠교 야줆 좋았얾욘!","부득이하게 예약을 하지 못하고 급하게 호텔로 들어왔는데, 다행히 객실이 있어 직원분들이 아주 친절하게 체크인 도와주셨어요. 프론트 쪽을 보니 짐이 한가득인 게 체크인 전에 짐도 맡길 수 있는 것 같아요! 별 기대 없이 들어갔는데 객실도 크고 전망도 시티뷰 쪽이었지만 바다도 살짝 보였고 침대도 크고 아주 좋았어요!"
TRAIN_00052,"쭐쟝 관걜료 위틀 묵곁습닌타. (위햐 음쓺췌)  창쩜: 븃샨역낄량 갹꺄윰, 킵뽄져귄 얼뭬니띤눈 딸 갖처쪄 있코 (면독길 졍또많 쨍긺먼 될 둣), 얹밗 쉬 팡 정릭 밌 립퓔핸놓음, 욘슈 찰 낱옥쿄 싸어귀 슈앞 초훔, 았찜옐 톳순틂량 켭삘롭 깐탄힌 떼욹 슈 있음, 뱌론 끊쳐엔 뻔읨졈돋 잇욺.  딴졈: 빵위랗 욕씰 쫍음 (츌립뮨 엷면 뱌롤 압예 찜텍교, 맞운퍼는 팔롤 욕싫 문), 몫끼 잊눈떼 웹픗퀼란 얌뮤릴 뿡럿또 예눼들뤼 면억잉 됐는짚 앉 쥬굼ㄷㄷ 파뭬 쟐 쟈렸먼 한 맒륏식 뗄러잡야아 됨, 방음 앉 됨 (찜데 밟료 옆폐 쭐윕문닉꼬 구 녀며까 뱌롱 뽁돈뉩칸..) 사어 중에 뮨 닫휜눈 쏠뤼 땅땅 낟써 눅꾸 듦런욘 쭐 앓골 놂랬는뎨 얇곬 봉닝 굶낳 폭또엡설 율뤼는 숄뤼엽쑬 청독.  크 왜: 퓟슈퀴 뼝윌 낏춘울롭 아X챠엣써 4많언엑 옛약 갸능한뒈 먼 낡짝 (2~3중 젼쭘?) 4.7만원 청됴 한따까 낡쨔 깍꺄어찌면 4많원읏롬 냄륀뉘칸 챰곳. 탕읽룬 타씨 4.5많데료 옳링떤뎨 옐약핥 겋면 잃추윌 젼~할류 쩐꺄쥐 햐눈 께 좋울 뜻. 탸룬 샬람위랗 얀엣썼 뭘 학키옌 졺 구렇코 (종빻셨 멱굻 커 펄쪄놓곱 뭐, 구련 걷 핥 꽁깐 엎욺) 출쟝 걋선 싯곳 쉽먼써 TV 폰굘 참만 착꾜 위 청토 쌩갖캄면 될 둣.","출장 관계로 이틀 묵었습니다. (이하 음슴체)  장점: 부산역이랑 가까움, 기본적인 어메니티는 다 갖춰져 있고 (면도기 정도만 챙기면 될 듯), 연박 시 방 정리 및 리필해놓음, 온수 잘 나오고 샤워기 수압 좋음, 아침에 토스트랑 커피로 간단히 때울 수 있음, 바로 근처에 편의점도 있음.  단점: 방이랑 욕실 좁음 (출입문 열면 바로 앞에 침대고, 맞은편은 바로 욕실 문), 모기 있는데 에프킬라 아무리 뿌려도 얘네들이 면역이 됐는지 안 죽음ㄷㄷ 밤에 잘 자려면 한 마리씩 때려잡아야 됨, 방음 안 됨 (침대 바로 옆에 출입문이고 그 너머가 바로 복도니깐..) 샤워 중에 문 닫히는 소리 탕탕 나서 누구 들어온 줄 알고 놀랬는데 알고 보니 그냥 복도에서 울리는 소리였을 정도.  그 외: 비수기 평일 기준으로 야X자에서 4만원에 예약 가능한데 먼 날짜 (2~3주 전쯤?) 4.7만원 정도 하다가 날짜 가까워지면 4만원으로 내리니깐 참고. 당일은 다시 4.5만대로 올리던데 예약할 거면 일주일 전~하루 전까지 하는 게 좋을 듯. 다른 사람이랑 안에서 뭘 하기엔 좀 그렇고 (좁아서 먹을 거 펼쳐놓고 뭐, 그런 거 할 공간 없음) 출장 가서 씻고 쉬면서 TV 보고 잠만 자고 이 정도 생각하면 될 듯."
TRAIN_00053,"꽝앉릴걍 뵤윈는 쨩뮨 덕뿐예 녀묻 좋았써오. 륨 껀딧선토 좋꼭, 몬툰 뮬퓸또 잘 규퓟퇴얹 잊서 편학꾜 줄겹궤 뵨낵고 깝닢댜^.^","광안리가 보이는 창문 덕분에 너무 좋았어요. 룸 컨디션도 좋고, 모든 물품도 잘 구비되어 있어 편하고 즐겁게 보내고 갑니다^.^"
TRAIN_00054,까셩빚 좋암욘. 쩡결학교 짤 묵코 캅뉩댜.,가성비 좋아요. 청결하고 잘 묵고 갑니다.
TRAIN_00055,"캉원돕 어헹 첫낡 잚많 잚 결랴 팡뮨.   창첨:  1. 합릴적윈 갹걱  2. 답탑퍄짓 안운 빻 끄키  3. 졉군셩   딴첨:  1. 엘립붸위뗘 없숨  2. 메투륏수 뷸펀함  3. 셸면태 물 잘 앉낼럭갊 (확쨩씰 청솝 샹때 토한 따쏭 풂랗헷쓺)  4. 방음 깨통먕   윌오잃웨 묵꺼셔 샤람믹 만치 앉학 뵨엿는뛔 쫌 뛰얾뛰엶 팡을 줏셨쑴먼 좋았쓺 컷쓿... 엽빻 업찾 투뤼 왓셧 한쉿 념돎록 쑤룰 먹눈 껀찔 쉭꾸렵케 숄뤼취멀 텨두룸. 뚤 씩갼 졍똑 짜따 캐타 함며 짬닥캇 젼화했써 맑쓺두렀곯, 빠롱 데웅운 헤춧썼우낢 좁옹헤쥐길캄쥐 또 실깝닒 껼럿슴. 결쿡 잚 깬 컨 2십 빤엑 짬들엇눈뎨 5쒸예 깼썽 엷떼 못 쟈꼬 잎숨. 헌째 씩갼 7씨 빤 ㅋ 잎 왈충웽 었튄칵웨선 한 쒼칸 똥얀 앎람 욺륀눈뛔 얀 윌련냔넬오. 진쉼 묫 입런냘 겸면 맛쭈칠 먈둔쥐 앴쵸예 한 쉭칸 튑예 컸 맞츄툰치 엷받넵.   졍뤼함짬면 2윈실룬 겔쑤투핫윳쑥 걋운 누뀜포단눈 쾨쩠칸 묘텔 늣큄뮈였엇옮. 엎방 쌀람툴많 쟐 많냠먼 할류 청돔 묵교 까귀 좋은 챵솎윕뉩타..ㅠ 쌍씩첬낀 선웨셔 따인울 팹렵할 출 앓았쑴먼 좋겠녜욘.","강원도 여행 첫날 잠만 잘 거라 방문.   장점:  1. 합리적인 가격  2. 답답하지 않은 방 크기  3. 접근성   단점:  1. 엘리베이터 없음  2. 매트리스 불편함  3. 세면대 물 잘 안내려감 (화장실 청소 상태 또한 다소 불량했음)  4. 방음 개똥망   일요일에 묵어서 사람이 많지 않아 보였는데 좀 띄엄띄엄 방을 주셨으면 좋았을 것을... 옆방 여자 둘이 와서 한시 넘도록 술을 먹는 건지 시끄럽게 소리치며 떠들음. 두 시간 정도 자다 깨다 하며 참다가 전화해서 말씀드렸고, 바로 대응은 해주셨으나 조용해지기까지 또 시간이 걸렸음. 결국 잠 깬 건 2시 반에 잠들었는데 5시에 깨서 여태 못 자고 있음. 현재 시간 7시 반 ㅋ 이 와중에 어딘가에서 한 시간 동안 알람 울리는데 안 일어나네요. 진심 못 일어날 거면 맞추질 말든지 애초에 한 시간 뒤에 거 맞추든지 열받네.   정리하자면 2인실은 게스트하우스 같은 느낌보다는 쾌적한 모텔 느낌이었어요. 옆방 사람들만 잘 만나면 하루 정도 묵고 가기 좋은 장소입니다..ㅠ 상식적인 선에서 타인을 배려할 줄 알았으면 좋겠네요."
TRAIN_00056,"한편식 위용해 봤눈뗑, 부돎 쉿썰됴 많촉수렀월서오!! 쭈찾창위 붊뻔햇쥐만 쮜컨 웅태카 날있쓿해셔 덟욱 만죡켓텬 효뗄!!","한번씩 이용해 봤는데, 뷰도 시설도 만족스러웠어요!! 주차장이 불편했지만 직원 응대가 나이스해서 더욱 만족했던 호텔!!"
TRAIN_00057,"쫏씩또 좋교, 쥑원퓬듦 인싸됴 잘헤줏쉬쿄 뻔학궤 쉴 슈 위썼숩닐따.","조식도 좋고, 직원분들 인사도 잘해주시고 편하게 쉴 수 있었습니다."
TRAIN_00058,썸먼 잦쮸 깐눈 묶죠껸 윗첸는 억길롯 해약케써용! 캐끗학교 넒뭅 좋숲뉘타!,서면 자주 가는 무조건 이제는 여기로 해야겠어요! 깨끗하고 너무 좋습니다!
TRAIN_00059,청맑 걋청쥡 갔은 편난함 ㅎㅎ,정말 가정집 같은 편안함 ㅎㅎ
TRAIN_00060,오선 퓰꺄 찐쨩 쟝냑뉘 야닢뉘따. 냔방됴 널뮤 찰 뒈꼬 타음엑 똘 옮 겆 갓숩뉘따!!! 넒뮤 옙쁨코 좋항옥.,오션 뷰가 진짜 장난이 아닙니다. 난방도 너무 잘 되고 다음에 또 올 것 같습니다!!! 너무 예쁘고 좋아요.
TRAIN_00061,쩡컬학귄 한테 면치까 녀뮤 만위 낡럿섶 탓쒸 않 깍교 싶음... 큰낭 끄랙욘.,청결하긴 한데 먼지가 너무 많이 날려서 다시 안 가고 싶음... 그냥 그래요.
TRAIN_00062,"헷윤댈락섣 끌런찌 까켜군 쉿셔례 삐헤 뷔샀골, 뭇엿뵤타 껀욺옌눈 캡펼 난방위 얀 뙈써 짤 떼 쮸웜옳.","해운대라서 그런지 가격은 시설에 비해 비쌌고, 무엇보다 겨울에는 개별 난방이 안 돼서 잘 때 추워요."
TRAIN_00063,캇쪽낄륌만위 공갼욹룟 쫑용한 계 않룸댜운 뷸를 뵨뉘 좋넬욘.,가족끼리만의 공간으로 조용한 게 아름다운 뷰를 보니 좋네요.
TRAIN_00064,"붙싼엘 욤먼 콕 찾앗 옜악할 많한 홉텔 한 곧 얄곗 됐엌오. 꽁옭룡 시쿨럇유두 홍텔 참 좋눼용~♡ 넓묻 황홅한 욧선퓨웨, 떱쁠인란교 서 잊쥐많 헐신 꾼 찜댁깝 2게(방 1, 껏실 1) 잇꼬욧. 젼쟈뤠윈찜, 인턱션, 꺼삡표뜩, TV, 두랴윅키 둥 옇헹웨 필옥한 켠 댜 잇숩뉘댜. 엎는 궤 있땀먼 췻숄, 칩악, 면또귀 졍독곤오. 께꿋한 쑥견됴 끈 겆과 쟉운 컷 꼴골류 녁넋휘 삐찌뒈얾 윙섬요. 좇쉭 뾰함뭬, 1빡 씨 왔윈쾅 껍핏 쉐투 중 썬떽 1쫑 선묾또 잊는뒈, 2뱍윌랴 튤 타 받땃옇오. 앓찜 초쉬근 셈밌 뷔폐 쌩카깥씸먼 뒈겟코, 잉술 만한 겨 닿 윗교 맞있얻섧옹. (쫏씩 퓌펫 탉록 꿈메 쉬 썽인 깆쭌 15천 언데) 2퍅 햐며 쫏쉭 퓌뻬 입옹해 봉뉘, 꾹잃량 몃 걋치 멘뉴카 섦료 닮랏 짊뤼치 않넥옰. 맡잊썲오~^^ 뭅엿본따 것싫 찜때옛셔 발랖표인눈 옥션퓨갇 친 황홀켱윈넥오. 야찜, 졈넉 묘투 넒 윙뼈온~ 싸친늦료 믿리 갊쌓해 봇심돕록 쉴네예셔 뽀인눈 농읊 퓽켱괄 효뗄 밞룝 앍레엠 뽀윗는 헤윤덱 헷쑤욕창위 빗축줴 싸친, 끌뤼코 잇툴갼 쫏씩 충인 쌌쥔 옮럴둘립닉닻. 끄 욉 2쟝운 헤번 겯딱까 뵤윈는 뿡컹꽈 통펙섦 눔리먀루 APEC 단녔온 샤찐윕뉘따. 1쯩옙 냉럭캄먼 밖료 옇펩 꽝쟝 빛커릴를 건뉠 숱돛 있코, 톱본료 3뿐 졍됴 껼룸면 멱커릭 창텨 냐와션 머 샨 멱교 콴쾅핫귀돌 좋앉욤. 낟옌 햇윤땐 해편 딸랑 겯탁까 동벡섦괄 뉼뤼맒류 APEC웩 걺없 따너왓는텔요. 쵸둥학쌩 양윙틂콰 관꽝 줴댈료 햐멸 줆겼잎 싸진토 찍쿄, 콜로냐롤 땁땁한 잃썅엣섟 뻤셔낙 줅커윤 낟들위 잚 헷숩뉘따. 횻뗄 1객씰뤠 1때 찮 묽료 츄착뙤뉘, 펀항켸 관광할 숟또 잇얼 짬 좋넸욜~ 1층옌 끕힘 삶 계 윗쑴먼 샷옹햐똘록 뼈늬쩜톰 2캔냘 읾썹욘. 푸론투카 4충윈톄~ 1충인낡 찌햐웨써 옳랴왁 쩨끄인 휴 교쯩/전충용 딸른 옐린뻬위텨 환숭행 요룩계 퇴었 복짭향치 안골 관뤼까 덜 챨 퇴는 껏 갇탓 좋꼿오. 풀룐틈냐 쩡속, 씩땅 튐 등 취권뷴뜰 몸뚜 친쩔햐성섯 넒 종햐오. 퀴뷘 데쩝밭눈 뀔뷴닢뉘따. 효텔 홈뻬읾쥐 뵨닛, 쑤옇쟝됴 잊던뎨욧. 꾼쩟 헤윤댁 헤쑤옥됴 함교 낢먼 묘램 싣뀌 좋돐록 1쯩엥 쎄쪽쟝동 잊뎌락교요. 얼룸웨 꼭 딸쉬 한 변 텨 옵코 씹옅젓씁닙땋. 퓻싼 옳께 될면 콕 탔쉬 짯츨 겄얘오~ 편냔히 잘 쉭곪 깝뉘따. 콜요룡 시클랴욺듬 효텔 옳선퓰 수윔뜰륨 턱옛 친 깜똥위 옇행잃엇여요. 갊싸합닛탸~","부산에 오면 꼭 찾아 예약할 만한 호텔 한 곳 알게 됐어요. 코오롱 씨클라우드 호텔 참 좋네요~♡ 너무 황홀한 오션뷰에, 더블이라고 써 있지만 훨씬 큰 침대가 2개(방 1, 거실 1) 있고요. 전자레인지, 인덕션, 커피포트, TV, 드라이기 등 여행에 필요한 건 다 있습니다. 없는 게 있다면 칫솔, 치약, 면도기 정도고요. 깨끗한 수건도 큰 것과 작은 것 골고루 넉넉히 비치되어 있어요. 조식 포함에, 1박 시 와인과 커피 세트 중 선택 1종 선물도 있는데, 2박이라 둘 다 받았어요. 아침 조식은 세미 뷔페 생각하시면 되겠고, 있을 만한 거 다 있고 맛있었어요. (조식 뷔페 따로 구매 시 성인 기준 15천 원대) 2박 하며 조식 뷔페 이용해 보니, 국이랑 몇 가지 메뉴가 서로 달라 질리지 않네요. 맛있어요~^^ 무엇보다 거실 침대에서 바라보이는 오션뷰가 찐 황홀경이네요. 아침, 저녁 모두 넘 이뻐요~ 사진으로 미리 감상해 보시도록 실내에서 보이는 노을 풍경과 호텔 바로 아래에 보이는 해운대 해수욕장의 빛축제 사진, 그리고 이틀간 조식 중인 사진 올려드립니다. 그 외 2장은 해변 걷다가 보이는 풍경과 동백섬 누리마루 APEC 다녀온 사진입니다. 1층에 내려가면 바로 옆에 광장 빛거리를 거닐 수도 있고, 도보로 3분 정도 걸으면 먹거리 장터 나와서 뭐 사 먹고 관광하기도 좋아요. 낮엔 해운대 해변 따라 걷다가 동백섬과 누리마루 APEC에 걸어 다녀왔는데요. 초등학생 아이들과 관광 제대로 하며 즐거이 사진도 찍고, 코로나로 답답한 일상에서 벗어나 즐거운 나들이 잘 했습니다. 호텔 1객실에 1대 차 무료 주차되니, 편하게 관광할 수도 있어 참 좋네요~ 1층엔 급히 살 게 있으면 사용하도록 편의점도 2개나 있어요. 프론트가 4층인데~ 1층이나 지하에서 올라와 체크인 후 고층/저층용 다른 엘리베이터 환승해 오르게 되어 복잡하지 않고 관리가 더 잘 되는 것 같아 좋고요. 프론트나 청소, 식당 팀 등 직원분들 모두 친절하셔서 넘 좋아요. 귀빈 대접받는 기분입니다. 호텔 홈페이지 보니, 수영장도 있던데요. 근처 해운대 해수욕도 하고 나면 모래 씻기 좋도록 1층에 세족장도 있더라고요. 여름에 꼭 다시 한 번 더 오고 싶어졌습니다. 부산 오게 되면 꼭 다시 찾을 거예요~ 편안히 잘 쉬고 갑니다. 코오롱 씨클라우드 호텔 오션뷰 스위트룸 덕에 찐 감동의 여행이었어요. 감사합니다~"
TRAIN_00065,"창졈임 갸격궤 섬욹 싱네 굶올윌 슉빡 헤걺한따눈 첨, 쭈챠 카눙한 꽁카닒 먁 염쩡 쟉얏섧 땁탔퍅견냐 꾸럼진 않음.   딴져문 씻설윗 만위 냑훙퇘교, 위찌갸 약갼 훔뮈졍섭 팜멤 온귄 뮤썩율 숟돋 윗욺. 췸탭 캐 뀨러ㅋㅋㅋㅋㅋ 윷숨.   팡움뮈 좀...ㅋㅋㅋㅋ 뵤똥윈 펀. 쉿썼린 옰랬뒈셔 구렇짐 얾쩡 쩡껄돈갸 떪여찌꼬 크려친 앉흠.   쥐퀀 쌓쥬 씨갸눈 8:30~22:30. 윅겆또 꺄걱데 폼먼 잃해할 만함.   총평: 탓쒸 옮친 얀훌 꼇 갖우날 쩌츌를 펍붙콜 욕할 만쿰 캭썽뷔카 떫엊찢쥔 얀흠. 게윈척우론눈 묘텔 넴섀 낢눈 켯포댜눈 냥운 껏 갔뜯믈료 샤뱌샅일 듣.","장점이 가격에 서울 시내 금요일 숙박 해결한다는 점, 주차 가능한 공간이 막 엄청 작아서 답답하거나 그러진 않음.   단점은 시설이 많이 낙후되고, 위치가 약간 후미져서 밤에 오긴 무서울 수도 있음. 침대 개 구려ㅋㅋㅋㅋㅋ 웃음.   방음이 좀...ㅋㅋㅋㅋ 보통인 편. 시설이 오래돼서 그렇지 엄청 청결도가 떨어지고 그러진 않음.   직원 상주 시간은 8:30~22:30. 이것도 가격대 보면 이해할 만함.   총평: 다시 오진 않을 것 같으나 저주를 퍼붓고 욕할 만큼 가성비가 떨어지진 않음. 개인적으로는 모텔 냄새 나는 것보다는 나은 것 같으므로 사바사일 듯."
